feature_vector,video_path,label
[[0.         0.2818645  0.1337276  ... 0.04804314 0.13659875 0.10453379]],some_videos_sample_clips/playing tennis/N6WBmBgEk74/clip_0009.mp4,normal
[[0.06139386 0.19650869 0.10850992 ... 0.18023367 0.24977294 0.03771121]],some_videos_sample_clips/playing tennis/N6WBmBgEk74/clip_0013.mp4,normal
[[0.09475476 0.09147953 0.13217147 ... 0.07570278 0.12411042 0.16204347]],some_videos_sample_clips/playing tennis/N6WBmBgEk74/clip_0010.mp4,normal
[[0.04500076 0.11625061 0.19683884 ... 0.19027768 0.2855701  0.13553038]],some_videos_sample_clips/playing tennis/N6WBmBgEk74/clip_0001.mp4,normal
[[0.09432816 0.15355976 0.1304012  ... 0.10644212 0.28668496 0.15690666]],some_videos_sample_clips/playing tennis/N6WBmBgEk74/clip_0004.mp4,normal
[[0.14358936 0.19799428 0.03047705 ... 0.29801652 0.22555016 0.18016627]],some_videos_sample_clips/playing tennis/N6WBmBgEk74/clip_0016.mp4,normal
[[0.03660809 0.35088062 0.14851892 ... 0.16349952 0.24059486 0.1381185 ]],some_videos_sample_clips/playing tennis/N6WBmBgEk74/clip_0005.mp4,normal
[[0.01334658 0.11489042 0.08237182 ... 0.04819096 0.35701048 0.08539988]],some_videos_sample_clips/playing tennis/N6WBmBgEk74/clip_0008.mp4,normal
[[0.08567007 0.0770737  0.26573062 ... 0.0111456  0.25135645 0.16135064]],some_videos_sample_clips/playing tennis/N6WBmBgEk74/clip_0007.mp4,normal
[[0.05459826 0.36704165 0.1791437  ... 0.12648207 0.2715876  0.1987339 ]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0006.mp4,normal
[[0.11189478 0.0831029  0.09504601 ... 0.07467249 0.19327223 0.10019401]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0002.mp4,normal
[[0.         0.         0.08272131 ... 0.18512282 0.36547914 0.06967812]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0011.mp4,normal
[[0.05161259 0.23249184 0.10536785 ... 0.1689824  0.2354364  0.18707885]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0017.mp4,normal
[[0.14855146 0.         0.02691245 ... 0.07217733 0.24581587 0.15694717]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0012.mp4,normal
[[0.11842706 0.100042   0.04887526 ... 0.32148874 0.32435653 0.08103364]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0014.mp4,normal
[[0.07435538 0.24612701 0.14239174 ... 0.14431135 0.18455848 0.11352248]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0003.mp4,normal
[[0.20566188 0.2064201  0.2068808  ... 0.21605912 0.20062704 0.34919417]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0000.mp4,normal
[[0.129529   0.2991906  0.12479722 ... 0.09939194 0.06347176 0.08740053]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0015.mp4,normal
[[0.27457643 0.25182328 0.04327495 ... 0.09592759 0.44371706 0.03727591]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0009.mp4,normal
[[0.18410747 0.20215671 0.03232264 ... 0.08077593 0.10991564 0.18821989]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0013.mp4,normal
[[0.04144254 0.23030634 0.0690951  ... 0.07881247 0.15686248 0.04072819]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0010.mp4,normal
[[0.18017875 0.10076454 0.07066305 ... 0.3185475  0.22522639 0.17851906]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0001.mp4,normal
[[0.17223649 0.237046   0.10535617 ... 0.16442607 0.26935512 0.0816373 ]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0004.mp4,normal
[[0.09001713 0.31073958 0.14238457 ... 0.19383447 0.19312964 0.17325547]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0016.mp4,normal
[[0.09746742 0.         0.15492475 ... 0.16534391 0.2228076  0.        ]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0005.mp4,normal
[[0.11462655 0.2901365  0.04304677 ... 0.02246575 0.02938729 0.14791943]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0008.mp4,normal
[[0.13876766 0.39993298 0.11822992 ... 0.04834988 0.18741153 0.08241341]],some_videos_sample_clips/playing tennis/KolMm2XQpNw/clip_0007.mp4,normal
[[0.18680578 0.28079805 0.01459617 ... 0.10231461 0.07443881 0.11153745]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0006.mp4,normal
[[0.21651073 0.26206112 0.07936414 ... 0.06799652 0.02413751 0.14925963]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0002.mp4,normal
[[0.59986466 0.30048877 0.06432754 ... 0.06920715 0.20984964 0.09240001]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0011.mp4,normal
[[0.15093607 0.23174873 0.09019262 ... 0.17770962 0.25874767 0.        ]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0017.mp4,normal
[[0.12383731 0.09206199 0.04994998 ... 0.13689463 0.083056   0.03460747]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0012.mp4,normal
[[0.1742165  0.21360254 0.07104132 ... 0.16246514 0.11266302 0.11468145]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0014.mp4,normal
[[0.18324482 0.14918938 0.07540387 ... 0.05191519 0.         0.07179993]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0003.mp4,normal
[[0.29055133 0.10668657 0.07523552 ... 0.01248942 0.14005202 0.15501094]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0000.mp4,normal
[[0.14407352 0.19994847 0.11033007 ... 0.13015565 0.14163995 0.17787503]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0015.mp4,normal
[[0.33333293 0.24953596 0.06665149 ... 0.13621424 0.1710292  0.        ]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0009.mp4,normal
[[0.47988412 0.1901761  0.09762698 ... 0.02365034 0.18585105 0.21408258]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0013.mp4,normal
[[0.22377579 0.2282532  0.0935203  ... 0.10024958 0.17051493 0.07871041]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0010.mp4,normal
[[0.22994736 0.3788208  0.06402689 ... 0.0099179  0.11265057 0.04677382]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0001.mp4,normal
[[0.19198148 0.09085076 0.02603849 ... 0.16690978 0.13297541 0.11497154]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0004.mp4,normal
[[0.21978128 0.15522073 0.12665121 ... 0.09040738 0.20294021 0.09159791]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0016.mp4,normal
[[0.29332978 0.36068615 0.04501729 ... 0.00531173 0.07990827 0.09042706]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0005.mp4,normal
[[0.38893563 0.23323794 0.03060105 ... 0.23366761 0.15623385 0.08094301]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0008.mp4,normal
[[0.2538076  0.         0.12615322 ... 0.16904733 0.0448773  0.08130616]],some_videos_sample_clips/playing tennis/u-jUF1mWF9Q/clip_0007.mp4,normal
[[0.17578919 0.08758405 0.04689303 ... 0.03993541 0.2153672  0.39341173]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0006.mp4,normal
[[0.21707931 0.2111877  0.052667   ... 0.1892581  0.3705558  0.44009218]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0002.mp4,normal
[[0.10104176 0.03931727 0.1883256  ... 0.04532813 0.         0.25956035]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0011.mp4,normal
[[0.21135674 0.18769804 0.10055933 ... 0.10519999 0.19088463 0.15065974]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0017.mp4,normal
[[0.19339772 0.08650557 0.1487538  ... 0.11224609 0.21811357 0.        ]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0012.mp4,normal
[[0.1830577  0.15067096 0.09191949 ... 0.07697671 0.21764226 0.23407064]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0014.mp4,normal
[[0.05862841 0.34302098 0.21620944 ... 0.0989093  0.29389623 0.1996257 ]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0003.mp4,normal
[[0.09440979 0.04113937 0.1255296  ... 0.07221108 0.2258812  0.05871304]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0000.mp4,normal
[[0.13065332 0.11176864 0.09529907 ... 0.05538607 0.27366886 0.09242485]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0015.mp4,normal
[[0.1738113  0.18182442 0.09147959 ... 0.14810674 0.13566582 0.2537198 ]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0009.mp4,normal
[[0.11416489 0.22681694 0.2783417  ... 0.12444105 0.06410632 0.1498194 ]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0013.mp4,normal
[[0.25922862 0.15746662 0.15860264 ... 0.12128785 0.         0.14600933]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0010.mp4,normal
[[0.12662202 0.31107518 0.23573995 ... 0.07707065 0.19496338 0.31705847]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0001.mp4,normal
[[0.23187147 0.16616097 0.08925449 ... 0.04694626 0.24602352 0.25346228]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0004.mp4,normal
[[0.09324981 0.1463841  0.22680175 ... 0.07632824 0.05108327 0.3307655 ]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0016.mp4,normal
[[0.12623127 0.20427509 0.20935991 ... 0.0531317  0.36415547 0.33154655]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0005.mp4,normal
[[0.09809311 0.2202611  0.18490575 ... 0.08810379 0.17166649 0.15222318]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0008.mp4,normal
[[0.09821864 0.31439838 0.27052557 ... 0.11050272 0.39660498 0.269497  ]],some_videos_sample_clips/playing tennis/V48LXF5922U/clip_0007.mp4,normal
[[0.2858284  0.17105053 0.06067459 ... 0.07536288 0.09283826 0.13942812]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0006.mp4,normal
[[0.06707001 0.15782396 0.05368227 ... 0.0753658  0.11004262 0.18277478]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0002.mp4,normal
[[0.23354164 0.26143909 0.09386953 ... 0.09576157 0.10851767 0.11877003]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0011.mp4,normal
[[0.         0.14879917 0.08527046 ... 0.12007053 0.17619254 0.03951147]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0017.mp4,normal
[[0.26783112 0.15999405 0.04456864 ... 0.05636163 0.06166023 0.0110357 ]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0012.mp4,normal
[[0.17584577 0.         0.10891124 ... 0.22551294 0.09217232 0.17009135]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0014.mp4,normal
[[0.20260301 0.18805324 0.09073228 ... 0.12936299 0.06726702 0.11351071]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0003.mp4,normal
[[0.08519817 0.1651084  0.09997679 ... 0.05037745 0.17149854 0.11884596]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0000.mp4,normal
[[0.30690533 0.1932179  0.12111421 ... 0.2170484  0.13035014 0.18699752]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0015.mp4,normal
[[0.24738538 0.28458175 0.01701457 ... 0.05212498 0.2834176  0.20433109]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0009.mp4,normal
[[0.19711736 0.12923443 0.10079341 ... 0.30062073 0.10345626 0.15041792]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0013.mp4,normal
[[0.09801782 0.06257646 0.09872887 ... 0.05043389 0.31071416 0.05686107]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0010.mp4,normal
[[0.26229766 0.2160596  0.13077946 ... 0.11952853 0.12950273 0.05024872]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0001.mp4,normal
[[0.1543751  0.0934165  0.08732822 ... 0.20053414 0.15843801 0.03955392]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0004.mp4,normal
[[0.266682   0.32729957 0.03407397 ... 0.09271925 0.14996156 0.14873825]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0016.mp4,normal
[[0.2352637  0.0763021  0.10963511 ... 0.06480962 0.11680096 0.13341849]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0005.mp4,normal
[[0.18552528 0.14167781 0.10611837 ... 0.08473014 0.13992362 0.0649432 ]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0008.mp4,normal
[[0.11643827 0.179721   0.01552739 ... 0.15111625 0.14549465 0.05350859]],some_videos_sample_clips/playing tennis/Rb_zjtWTt0Q/clip_0007.mp4,normal
[[0.07975667 0.19084874 0.15428679 ... 0.07159352 0.1273233  0.19236283]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0006.mp4,normal
[[0.10504603 0.19348086 0.04332099 ... 0.05854824 0.04640703 0.20698717]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0002.mp4,normal
[[0.08262926 0.11118572 0.0714196  ... 0.12013084 0.2380303  0.0973045 ]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0011.mp4,normal
[[0.12543832 0.32219383 0.1394244  ... 0.04217319 0.03477674 0.14862655]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0017.mp4,normal
[[0.07010052 0.11660659 0.17666107 ... 0.01946591 0.         0.21263838]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0012.mp4,normal
[[0.09797198 0.2615672  0.07033398 ... 0.02547681 0.36135384 0.08632302]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0014.mp4,normal
[[0.26554757 0.13972683 0.17005026 ... 0.11604313 0.2886729  0.19953527]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0003.mp4,normal
[[0.20685439 0.04698065 0.0888046  ... 0.04988315 0.12028775 0.05213581]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0000.mp4,normal
[[0.17634374 0.26654443 0.00834556 ... 0.         0.16642188 0.17555739]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0015.mp4,normal
[[0.09253933 0.11530232 0.10795075 ... 0.07321006 0.26050702 0.2161855 ]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0009.mp4,normal
[[0.11970552 0.26965395 0.13901833 ... 0.09238534 0.16846572 0.05384132]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0013.mp4,normal
[[0.02759895 0.13527769 0.07368509 ... 0.         0.20709477 0.02365484]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0010.mp4,normal
[[0.14915742 0.44242412 0.01704149 ... 0.0658487  0.07359831 0.1189992 ]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0001.mp4,normal
[[0.08825769 0.16301687 0.1251629  ... 0.14267413 0.32586986 0.24628997]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0004.mp4,normal
[[0.21456885 0.09113895 0.12683806 ... 0.11449631 0.1556759  0.19538032]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0016.mp4,normal
[[0.14315958 0.05547171 0.08728197 ... 0.10773235 0.1090631  0.10096309]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0005.mp4,normal
[[0.1850976  0.125201   0.16811383 ... 0.01491167 0.1447995  0.18805873]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0008.mp4,normal
[[0.08726042 0.3052457  0.03758597 ... 0.01109203 0.         0.        ]],some_videos_sample_clips/playing tennis/lUZn26f4Z7Q/clip_0007.mp4,normal
[[0.02006088 0.1371115  0.03570564 ... 0.01395513 0.17019653 0.29564714]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0006.mp4,normal
[[0.03909905 0.21960342 0.05104568 ... 0.1000688  0.08521443 0.1716019 ]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0002.mp4,normal
[[0.22894096 0.24405026 0.19916712 ... 0.03881146 0.15945783 0.12189662]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0011.mp4,normal
[[0.15091291 0.24041496 0.         ... 0.11212742 0.27589193 0.3310185 ]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0017.mp4,normal
[[0.17814249 0.         0.10085076 ... 0.07542171 0.23685832 0.37324944]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0012.mp4,normal
[[0.13961075 0.10772828 0.06098161 ... 0.1042639  0.29566643 0.23503923]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0014.mp4,normal
[[0.05181967 0.17031981 0.04868225 ... 0.02834796 0.24592881 0.19703822]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0003.mp4,normal
[[0.06651171 0.08556264 0.16789389 ... 0.19003883 0.15292092 0.39013657]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0000.mp4,normal
[[0.04583383 0.22238354 0.05536961 ... 0.09971663 0.31981847 0.6716654 ]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0015.mp4,normal
[[0.29658577 0.09228962 0.03570206 ... 0.08270861 0.         0.1297919 ]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0009.mp4,normal
[[0.21434371 0.14479882 0.04684541 ... 0.03310751 0.20712785 0.29885566]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0013.mp4,normal
[[0.33969766 0.1904179  0.08702578 ... 0.0229922  0.16251564 0.19395818]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0010.mp4,normal
[[0.1532325  0.03135478 0.12186211 ... 0.09061084 0.10941463 0.28591388]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0001.mp4,normal
[[0.05610044 0.17292559 0.02068358 ... 0.10233407 0.10383081 0.14880179]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0004.mp4,normal
[[0.1673316  0.02215334 0.09212986 ... 0.03105667 0.18574776 0.5111384 ]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0016.mp4,normal
[[0.04197944 0.20968626 0.02351348 ... 0.04805688 0.16475654 0.19548236]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0005.mp4,normal
[[0.2436569  0.05292373 0.24966119 ... 0.03213501 0.18588915 0.10903575]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0008.mp4,normal
[[0.16141842 0.16940357 0.03588918 ... 0.08076988 0.04050348 0.29081517]],some_videos_sample_clips/playing tennis/OFodVRM-DHw/clip_0007.mp4,normal
[[0.21101923 0.22130027 0.05876806 ... 0.13001446 0.05583857 0.12616785]],some_videos_sample_clips/playing tennis/lOfdxROWUuA/clip_0006.mp4,normal
[[0.03780928 0.05128958 0.06277908 ... 0.12548797 0.23594444 0.28711724]],some_videos_sample_clips/playing tennis/lOfdxROWUuA/clip_0002.mp4,normal
[[0.1541263  0.20519753 0.04025397 ... 0.06705996 0.4506696  0.21859686]],some_videos_sample_clips/playing tennis/lOfdxROWUuA/clip_0003.mp4,normal
[[0.27128863 0.3026932  0.14008345 ... 0.03124636 0.39782366 0.        ]],some_videos_sample_clips/playing tennis/lOfdxROWUuA/clip_0000.mp4,normal
[[0.08780318 0.09510003 0.06094312 ... 0.185532   0.08411043 0.10753217]],some_videos_sample_clips/playing tennis/lOfdxROWUuA/clip_0001.mp4,normal
[[0.06687339 0.33209348 0.041356   ... 0.03430911 0.26911172 0.40591255]],some_videos_sample_clips/playing tennis/lOfdxROWUuA/clip_0004.mp4,normal
[[0.19260062 0.         0.14532165 ... 0.05740618 0.28612453 0.2584139 ]],some_videos_sample_clips/playing tennis/lOfdxROWUuA/clip_0005.mp4,normal
[[0.21066554 0.28876147 0.07358788 ... 0.10527551 0.26975402 0.06824908]],some_videos_sample_clips/playing tennis/lOfdxROWUuA/clip_0008.mp4,normal
[[0.04200557 0.07083632 0.06515023 ... 0.16789196 0.07494371 0.24617873]],some_videos_sample_clips/playing tennis/lOfdxROWUuA/clip_0007.mp4,normal
[[0.07468008 0.22740343 0.11147547 ... 0.061049   0.10493374 0.2881178 ]],some_videos_sample_clips/playing tennis/zk88K6i7WEY/clip_0006.mp4,normal
[[0.2675781  0.07911086 0.19408987 ... 0.11882968 0.30761352 0.18645552]],some_videos_sample_clips/playing tennis/zk88K6i7WEY/clip_0002.mp4,normal
[[0.01368034 0.14206639 0.18571536 ... 0.02303077 0.031524   0.11830584]],some_videos_sample_clips/playing tennis/zk88K6i7WEY/clip_0003.mp4,normal
[[0.20066328 0.15824138 0.         ... 0.11480891 0.27503473 0.09630875]],some_videos_sample_clips/playing tennis/zk88K6i7WEY/clip_0000.mp4,normal
[[0.04242565 0.1010856  0.12812017 ... 0.10626719 0.22583894 0.01835584]],some_videos_sample_clips/playing tennis/zk88K6i7WEY/clip_0001.mp4,normal
[[0.11476284 0.2298261  0.04743033 ... 0.02918778 0.14317288 0.04487545]],some_videos_sample_clips/playing tennis/zk88K6i7WEY/clip_0004.mp4,normal
[[0.08898199 0.25037378 0.06146071 ... 0.08108214 0.14384408 0.12912117]],some_videos_sample_clips/playing tennis/zk88K6i7WEY/clip_0005.mp4,normal
[[0.12939696 0.10705095 0.0530825  ... 0.20345536 0.11533151 0.        ]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0006.mp4,normal
[[0.13834138 0.07280628 0.14985453 ... 0.18106936 0.09991194 0.16844346]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0002.mp4,normal
[[0.09989289 0.07244768 0.3881835  ... 0.26653418 0.13639796 0.24729347]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0011.mp4,normal
[[0.07719584 0.18516612 0.16118498 ... 0.2117826  0.29111442 0.03780443]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0017.mp4,normal
[[0.11008725 0.09916519 0.27373856 ... 0.21939309 0.         0.37221763]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0012.mp4,normal
[[0.26814327 0.13247885 0.20031016 ... 0.1317948  0.3307094  0.37311357]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0014.mp4,normal
[[0.11777854 0.22457662 0.06128281 ... 0.10587639 0.28387585 0.28579745]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0003.mp4,normal
[[0.10955329 0.11294889 0.09888867 ... 0.24325958 0.1643824  0.15689597]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0000.mp4,normal
[[0.06683195 0.3149328  0.12384603 ... 0.28108364 0.33281198 0.12136173]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0015.mp4,normal
[[0.09991057 0.16389444 0.2774898  ... 0.24020436 0.34036398 0.27979666]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0009.mp4,normal
[[0.13954441 0.14001946 0.19694352 ... 0.         0.19977514 0.2537774 ]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0013.mp4,normal
[[0.18882838 0.13422735 0.19919275 ... 0.1449941  0.15453999 0.17300294]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0010.mp4,normal
[[0.15312818 0.20366009 0.148379   ... 0.23773365 0.15846144 0.10698821]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0001.mp4,normal
[[0.11860677 0.22820559 0.04843317 ... 0.1306367  0.24719404 0.01308893]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0004.mp4,normal
[[0.05113814 0.18552499 0.19061624 ... 0.28203058 0.0441961  0.21709573]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0016.mp4,normal
[[0.16596234 0.18136176 0.         ... 0.20219171 0.0604099  0.05326017]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0005.mp4,normal
[[0.2736113  0.23703961 0.15780428 ... 0.24487205 0.20369478 0.04744088]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0008.mp4,normal
[[0.15424995 0.26815048 0.12208302 ... 0.2993892  0.23758212 0.11243462]],some_videos_sample_clips/playing tennis/--56QUhyDQM/clip_0007.mp4,normal
[[0.00524452 0.18793419 0.02717973 ... 0.32318798 0.13198929 0.05222606]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0006.mp4,normal
[[0.06716225 0.15557714 0.04444652 ... 0.2065649  0.0787884  0.07520746]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0002.mp4,normal
[[0.06877366 0.03250455 0.0615643  ... 0.1768279  0.15255204 0.05297749]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0011.mp4,normal
[[0.00959108 0.2876923  0.04657212 ... 0.15649025 0.07188413 0.06597423]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0017.mp4,normal
[[0.0120486  0.4681428  0.14671858 ... 0.37697306 0.1637828  0.05580372]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0012.mp4,normal
[[0.064569   0.17425595 0.06387421 ... 0.04341185 0.05875126 0.        ]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0014.mp4,normal
[[0.02123719 0.47704372 0.04152286 ... 0.2253785  0.05237253 0.07965338]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0003.mp4,normal
[[0.01304097 0.12876241 0.04538364 ... 0.06445175 0.06758084 0.05402704]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0000.mp4,normal
[[0.02179811 0.50623363 0.10567456 ... 0.24888897 0.10180145 0.07728925]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0015.mp4,normal
[[0.03491888 0.39402092 0.06430418 ... 0.23441063 0.14280842 0.11767375]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0009.mp4,normal
[[0.1081192  0.         0.11166909 ... 0.39696512 0.15583107 0.08303888]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0013.mp4,normal
[[0.0467741  0.01866879 0.03239325 ... 0.2740341  0.09759199 0.03344646]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0010.mp4,normal
[[0.05326098 0.37051535 0.04206088 ... 0.31044862 0.09156316 0.05513699]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0001.mp4,normal
[[0.08683013 0.24018712 0.0265909  ... 0.11635206 0.12481537 0.0915428 ]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0004.mp4,normal
[[0.04090409 0.47969133 0.11414368 ... 0.02430872 0.16639669 0.21158443]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0016.mp4,normal
[[0.03788533 0.24473308 0.00945499 ... 0.45773038 0.12463679 0.06779651]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0005.mp4,normal
[[0.06678101 0.37731054 0.04327999 ... 0.41770545 0.04366176 0.10163152]],some_videos_sample_clips/playing tennis/AIpbFuFKKyI/clip_0008.mp4,normal
